index,ewmac_5_20_raw,ewmac_20_60_raw,ewmac_32_128_raw,ewmac_60_150_raw,ewmac_100_200_raw,ewmac_5_20_scaled_capped,ewmac_20_60_scaled_capped,ewmac_32_128_scaled_capped,ewmac_60_150_scaled_capped,ewmac_100_200_scaled_capped,ewmac_5_20_weight,ewmac_20_60_weight,ewmac_32_128_weight,ewmac_60_150_weight,ewmac_100_200_weight,combined_forecast
2023-07-07,1.0542219259569752,4.485946019896674,7.60598964450145,5.310661571335618,3.2018049157832356,8.450238977369912,22.63631020434391,21.044246458631832,17.243380589246296,10.500436556127712,6.144798774867521e-23,0.9874940002453775,1.8680549608756742e-16,4.45737970098801e-20,0.012505999754622375,20.0
2023-07-10,0.901322446285629,4.529743224788093,7.845819795604837,5.528271511412067,3.3665219489896634,7.224982023085221,22.852526177219406,21.70366851739088,17.947621655428577,11.040444923915683,6.04726228637756e-23,0.9876347304499133,1.8758512936765121e-16,4.3866276422421686e-20,0.01236526955008647,20.0
2023-07-11,0.9057319858574034,4.591525939882629,8.089504740629465,5.745659739458752,3.532423129507162,7.260652824255425,23.159253412394794,22.37325625044975,18.650747044638283,11.584215705064944,5.951273996117599e-23,0.9877732268416788,1.883523875163051e-16,4.316998632047849e-20,0.012226773158320974,20.0
2023-07-12,1.178520035124099,4.545737407921251,8.05169946684471,5.746401761241533,3.5628752580544765,9.447498780298268,22.923473345114164,22.264248925251607,18.650527255562263,11.683759843513728,5.856809329512557e-23,0.9879095248780194,1.891074669641867e-16,4.2484748442375656e-20,0.012090475121980328,20.0
2023-07-13,1.6543317946824618,4.513051251905726,7.938399293792657,5.6730511447614775,3.5428714719237404,13.261096153231183,22.75391456229791,21.946684626705977,18.409938473117183,11.617855166507681,5.763844102059979e-23,0.988043659453466,1.8985056102400675e-16,4.1810387355988754e-20,0.011956340546533982,20.0
2023-07-14,1.9414806188857041,4.708554622241224,8.265841925157408,5.921467918620247,3.725185926274245,15.561466933492078,23.73429466523373,22.847159499320387,19.213206819766306,12.215263719440971,5.672354513138391e-23,0.9881756649086669,1.9058185994002001e-16,4.114673041383019e-20,0.01182433509133281,20.0
2023-07-17,2.2847234926326414,4.914894941993202,8.577492894660006,6.1518384004954925,3.8961724983972132,18.310169209644254,24.768432205331415,23.7032872496869,19.957446876484536,12.77536878548005,5.582317139913972e-23,0.9883055750391824,1.9130155093673152e-16,4.0493607708848754e-20,0.011694424960817374,20.0
2023-07-18,2.657332201704537,5.170082756297428,8.94960452980306,6.420431120836775,4.091590705111498,21.29240503806469,26.04763548615416,24.72566257949682,20.8251297889449,13.415390103750626,5.493708931343909e-23,0.9884334231041341,1.9200981826682856e-16,3.985085203093052e-20,0.011566576895865675,20.0
2023-07-19,2.811173768337438,5.392428679175834,9.307233689426624,6.687211226618535,4.288955057378581,22.520501061169515,27.160258859246483,25.707134532281202,21.686324558282998,14.061573053683253,5.40650720227496e-23,0.9885592418347217,1.927068432583527e-16,3.9218298824090354e-20,0.01144075816527829,20.0
2023-07-20,1.7870721931112072,4.361223553945554,7.669337663611921,5.552636804613073,3.5908039188064014,14.31534948170444,21.962071163603383,21.17931426931825,18.004605229670794,11.772306932055782,5.320689627635676e-23,0.9886830634426013,1.9339280436112244e-16,3.859578614434289e-20,0.011316936557398639,20.0
2023-07-21,1.3849270081367837,4.365818896226059,7.842006288298047,5.725549144827117,3.7339696901971537,11.09376631696855,21.980926433757993,21.65204281127268,18.562692569813187,12.241223774188018,5.2362342367208235e-23,0.9888049196281335,1.9406787719241964e-16,3.798315461824221e-20,0.011195080371866284,20.0
2023-07-24,1.12590342603107,4.3976492898080615,8.061801603356175,5.9345923702393995,3.9025569987453186,9.019037652469908,22.136813761508982,22.25446759415957,19.237536186790205,12.79332897983362,5.153119407566525e-23,0.9889248415884987,1.9473223458195022e-16,3.738024740207963e-20,0.011075158411501109,20.0
2023-07-25,1.1595706905429026,4.389215812769789,8.136754296141168,6.024474517652934,3.991091453216964,9.288836370159354,22.090016618174857,22.456822210516368,19.525871715268433,13.082905798026566,5.071323861414675e-23,0.9890428600256834,1.9538604661609142e-16,3.678691014172916e-20,0.010957139974316335,20.0
2023-07-26,0.985514241781159,4.32560057945668,8.166805121695434,6.093210295500011,4.068891713327477,7.894813153903397,21.76568877631622,22.53516531325136,19.74552069001707,13.337213273647466,4.990826657265237e-23,0.9891590051543416,1.9602948068143678e-16,3.6202990933130296e-20,0.010840994845658305,20.0
2023-07-27,0.79994079512417,4.318648515969773,8.326814505322412,6.264855177431618,4.217750802288192,6.408585125709447,21.726563650802493,22.971842659288495,20.298349661013933,13.82429121533997,4.9116071865149945e-23,0.9892733067095288,1.9666270150764962e-16,3.562834028339807e-20,0.010726693290471033,20.0
